VIDEO TITLE,year,X PERCH1,X PERCH2,X PERCH3,X PERCH4,X PERCH5,X PERCH6,X PERCH7,X PERCH8,perch1P,perch2P,perch3P,perch4P,perch5P, perch6P, perch7P, perch8P, perch1M, perch2M, perch3M, perch4M, perch5M, perch6M, perch7M, perch8M
HE21318_210621_21EK6_exploration_IB,2021,1066,989,858,737,635,470,415,219,1116,1039,908,787,685,520,465,269,1016,939,808,687,585,420,365,169
HE21319_210621_21JJ15_exploration_IB,2021,1062,984,849,NA,625,445,395,185,1112,1034,899,#ARVO!,675,495,445,235,1012,934,799,#ARVO!,575,395,345,135
HE21321_220621_21JJ8_exploration_IB,2021,1023,954,821,704,598,436,372,168,1073,1004,871,754,648,486,422,218,973,904,771,654,548,386,322,118
HE21323_220621_21JJ10_exploration_IB,2021,1047,981,841,718,611,445,381,179,1097,1031,891,768,661,495,431,229,997,931,791,668,561,395,331,129
HE21324_230621_21EK13_exploration_IB,2021,1064,991,859,744,640,481,419,221,1114,1041,909,794,690,531,469,271,1014,941,809,694,590,431,369,171
HE21325_230621_21EK9_exploration_IB,2021,1018,952,793,662,539,343,278,25,1068,1002,843,712,589,393,328,75,968,902,743,612,489,293,228,-25
HE21326_230621_21EK9_exploration_IB,2021,1029,965,805,670,546,353,284,32,1079,1015,855,720,596,403,334,82,979,915,755,620,496,303,234,-18
HE21327_240621_21EK15_exploration_IB,2021,1078,996,871,757,656,495,440,253,1128,1046,921,807,706,545,490,303,1028,946,821,707,606,445,390,203
HE21328_140721_Kodderviken_exploration_IB,2021,1043,970,821,706,599,423,363,143,1093,1020,871,756,649,473,413,193,993,920,771,656,549,373,313,93
HE21328_240621_21EK24_exploration_IB,2021,1055,977,844,NA,618,438,391,183,1105,1027,894,#ARVO!,668,488,441,233,1005,927,794,#ARVO!,568,388,341,133
HE21329_240621_21EK24_exploration_IB,2021,1059,977,846,NA,618,441,393,185,1109,1027,896,#ARVO!,668,491,443,235,1009,927,796,#ARVO!,568,391,343,135
HE21330_250621_21EK18_exploration_IB,2021,1035,963,835,718,617,456,400,209,1085,1013,885,768,667,506,450,259,985,913,785,668,567,406,350,159
HE21331_250621_21DT5_exploration_IB,2021,1017,944,817,702,601,440,384,184,1067,994,867,752,651,490,434,234,967,894,767,652,551,390,334,134
HE21332_250621_21DT5_exploration_IB,2021,1019,945,818,704,603,437,382,183,1069,995,868,754,653,487,432,233,969,895,768,654,553,387,332,133
HE21333_250621_21JJ22_exploration_IB,2021,1054,972,836,NA,599,413,364,142,1104,1022,886,#ARVO!,649,463,414,192,1004,922,786,#ARVO!,549,363,314,92
HE21334_270621_21NB12SW_exploration_IB,2021,1100,1026,888,769,662,497,438,240,1150,1076,938,819,712,547,488,290,1050,976,838,719,612,447,388,190
HE21335_270621_21NB12SW_exploration_IB,2021,1062,990,854,737,631,466,406,210,1112,1040,904,787,681,516,456,260,1012,940,804,687,581,416,356,160
HE21336_280621_noknownnest_exploration_IB,2021,1100,1018,869,734,620,425,375,144,1150,1068,919,784,670,475,425,194,1050,968,819,684,570,375,325,94
HE21338_290621_21EK19_exploration_IB,2021,973,906,779,664,561,402,339,136,1023,956,829,714,611,452,389,186,923,856,729,614,511,352,289,86
HE21339_290621_21EK19_exploration_IB,2021,954,887,760,645,541,380,318,112,1004,937,810,695,591,430,368,162,904,837,710,595,491,330,268,62
HE21340_290621_Smedjeviken_SW_exploration_IB,2021,1075,1003,870,754,649,491,431,239,1125,1053,920,804,699,541,481,289,1025,953,820,704,599,441,381,189
HE21341_300621_21EK21_exploration_IB,2021,1110,1029,885,NA,662,486,438,233,1160,1079,935,#ARVO!,712,536,488,283,1060,979,835,#ARVO!,612,436,388,183
HE21342_010721_21OW2_exploration_IB,2021,1056,1000,741,630,474,401,205,NA,1106,1050,791,680,524,451,255,#ARVO!,1006,950,691,580,424,351,155,#ARVO!
HE21343_010721_21OW2_exploration_IB,2021,1044,987,NA,730,619,462,389,183,1094,1037,#ARVO!,780,669,512,439,233,994,937,#ARVO!,680,569,412,339,133
HE21344_010721_21JJ26_exploration_IB,2021,1067,990,849,729,626,454,399,194,1117,1040,899,779,676,504,449,244,1017,940,799,679,576,404,349,144
HE21345_010721_21JJ26_exploration_IB,2021,1069,991,848,730,625,452,396,194,1119,1041,898,780,675,502,446,244,1019,941,798,680,575,402,346,144
HE21346_010721_KaitalahtiN_exploration_IB,2021,1045,970,828,709,603,431,377,170,1095,1020,878,759,653,481,427,220,995,920,778,659,553,381,327,120
HE21347_010721_21OW3_exploration_IB,2021,1075,985,828,NA,583,371,332,84,1125,1035,878,#ARVO!,633,421,382,134,1025,935,778,#ARVO!,533,321,282,34
HE21348_020721_21KR20_exploration_IB,2021,1101,1021,859,735,619,424,372,140,1151,1071,909,785,669,474,422,190,1051,971,809,685,569,374,322,90
HE21349_020721_21OW5_exploration_IB,2021,1066,985,828,NA,589,390,342,107,1116,1035,878,#ARVO!,639,440,392,157,1016,935,778,#ARVO!,539,340,292,57
HE21350_020721_21OW5_exploration_IB,2021,1050,972,816,NA,575,376,326,89,1100,1022,866,#ARVO!,625,426,376,139,1000,922,766,#ARVO!,525,326,276,39
HE21353_050721_21KR44_exploration_IB,2021,999,932,785,673,562,389,326,110,1049,982,835,723,612,439,376,160,949,882,735,623,512,339,276,60
HE21354_050721_21KR44_exploration_IB,2021,1067,999,849,732,623,452,389,181,1117,1049,899,782,673,502,439,231,1017,949,799,682,573,402,339,131
HE21355_090721_21NB21_exploration_IB,2021,1104,1033,877,763,653,483,422,213,1154,1083,927,813,703,533,472,263,1054,983,827,713,603,433,372,163
HE21357_090721_Smedjeviken_BT_exploration_IB,2021,1109,1038,881,766,656,488,425,215,1159,1088,931,816,706,538,475,265,1059,988,831,716,606,438,375,165
HE21359_100721_21OW7_exploration_IB,2021,1116,1044,901,792,686,529,468,283,1166,1094,951,842,736,579,518,333,1066,994,851,742,636,479,418,233
HE21360_100721_21OW8_exploration_IB,2021,1028,962,819,713,612,453,389,196,1078,1012,869,763,662,503,439,246,978,912,769,663,562,403,339,146
HE21361_100721_21OW8_exploration_IB,2021,1007,940,801,696,593,435,369,171,1057,990,851,746,643,485,419,221,957,890,751,646,543,385,319,121
HE21363_100721_21JJ32_exploration_IB,2021,1060,993,849,744,640,484,421,228,1110,1043,899,794,690,534,471,278,1010,943,799,694,590,434,371,178
HE21364_110721_21NB25_exploration_IB,2021,1038,968,802,683,566,376,315,69,1088,1018,852,733,616,426,365,119,988,918,752,633,516,326,265,19
HE21365_110721_21NB23_exploration_IB,2021,995,930,780,670,562,393,327,108,1045,980,830,720,612,443,377,158,945,880,730,620,512,343,277,58
HE21366_120721_Natholmen_exploration_IB,2021,999,923,797,688,592,436,382,190,1049,973,847,738,642,486,432,240,949,873,747,638,542,386,332,140
HE21368_140721_Kodderviken_exploration_IB,2021,1135,1072,NA,783,664,491,418,199,1185,1122,#ARVO!,833,714,541,468,249,1085,1022,#ARVO!,733,614,441,368,149
HE21370_150721_21OW10_exploration_IB,2021,1051,977,821,703,591,404,350,121,1101,1027,871,753,641,454,400,171,1001,927,771,653,541,354,300,71
K1032348_070721_21NB28_exploration_IB,2021,1050,973,822,702,591,408,353,131,1100,1023,872,752,641,458,403,181,1000,923,772,652,541,358,303,81
SWHE21335_140721_KoddervikenPuhdistamo_exploration_IB,2021,1069,1003,NA,738,626,459,394,182,1119,1053,#ARVO!,788,676,509,444,232,1019,953,#ARVO!,688,576,409,344,132
SWHE21358_090721_Smedjeviken_BT_exploration_IB,2021,1054,986,834,719,610,437,376,162,1104,1036,884,769,660,487,426,212,1004,936,784,669,560,387,326,112
SWHE21367_120721_Natholmen_exploration_IB,2021,1032,957,829,722,625,466,415,225,1082,1007,879,772,675,516,465,275,982,907,779,672,575,416,365,175
HE21320_210621_21JJ15_exploration_IB,2021,1078,1000,863,NA,634,458,407,199,1128,1050,913,#ARVO!,684,508,457,249,1028,950,813,#ARVO!,584,408,357,149
HE21351_030721_21EK25_exploration_IB,2021,1451,1382,NA,1018,856,624,539,287,1501,1432,#ARVO!,1068,906,674,589,337,1401,1332,#ARVO!,968,806,574,489,237
HE21352_030721_21EK25_exploration_IB,2021,1487,1411,NA,1047,886,644,563,307,1537,1461,#ARVO!,1097,936,694,613,357,1437,1361,#ARVO!,997,836,594,513,257
CAGE_010723_HJ24402_exploration_IB,2023,1069,1017,NA,759,659,518,446,258,1119,1067,#ARVO!,809,709,568,496,308,1019,967,#ARVO!,709,609,468,396,208
CAGE_02072023_HK23142_exploration_IB,2023,1068,1000,856,750,644,491,423,233,1118,1050,906,800,694,541,473,283,1018,950,806,700,594,441,373,183
CAGE_02072023_HK23143_exploration_IB,2023,1064,999,853,748,640,488,419,228,1114,1049,903,798,690,538,469,278,1014,949,803,698,590,438,369,178
CAGE_02072023_HK23144_exploration_IB,2023,1079,1007,862,749,644,484,422,224,1129,1057,912,799,694,534,472,274,1029,957,812,699,594,434,372,174
CAGE_02072023_HK23145_exploration_IB,2023,1080,1010,861,747,643,484,420,222,1130,1060,911,797,693,534,470,272,1030,960,811,697,593,434,370,172
CAGE_04072023_HK23146_exploration_IB,2023,1025,956,817,708,605,448,380,182,1075,1006,867,758,655,498,430,232,975,906,767,658,555,398,330,132
CAGE_04072023_HK23147_exploration_IB,2023,1020,949,809,704,597,441,371,174,1070,999,859,754,647,491,421,224,970,899,759,654,547,391,321,124
CAGE_05072023_HK23148_exploration_IB,2023,1050,978,836,728,622,461,397,199,1100,1028,886,778,672,511,447,249,1000,928,786,678,572,411,347,149
CAGE_05072023_HK23149_exploration_IB,2023,1080,1006,861,749,647,487,422,223,1130,1056,911,799,697,537,472,273,1030,956,811,699,597,437,372,173
CAGE_05072023_HK23150_exploration_IB,2023,1082,1008,861,747,643,481,418,220,1132,1058,911,797,693,531,468,270,1032,958,811,697,593,431,368,170
CAGE_05072023_HK23151_exploration_IB,2023,1044,971,830,719,614,453,387,185,1094,1021,880,769,664,503,437,235,994,921,780,669,564,403,337,135
CAGE_06072023_HK23154_exploration_IB,2023,1088,1017,871,755,647,486,420,220,1138,1067,921,805,697,536,470,270,1038,967,821,705,597,436,370,170
CAGE_06072023_K1032715_exploration_IB,2023,845,781,651,535,430,259,187,NA,895,831,701,585,480,309,237,#ARVO!,795,731,601,485,380,209,137,#ARVO!
CAGE_060723_HJ24403_exploration_IB,2023,1086,1032,NA,761,652,496,425,224,1136,1082,#ARVO!,811,702,546,475,274,1036,982,#ARVO!,711,602,446,375,174
CAGE_07072023_HK23155_exploration_IB,2023,1043,970,834,721,619,459,399,202,1093,1020,884,771,669,509,449,252,993,920,784,671,569,409,349,152
CAGE_07072023_HK23156_exploration_IB,2023,1063,987,856,741,637,478,420,225,1113,1037,906,791,687,528,470,275,1013,937,806,691,587,428,370,175
CAGE_08072023_HK23157_exploration_IB,2023,1038,964,836,720,619,462,402,211,1088,1014,886,770,669,512,452,261,988,914,786,670,569,412,352,161
CAGE_07072023_HK23158_exploration_IB,2023,1026,952,825,713,612,456,395,201,1076,1002,875,763,662,506,445,251,976,902,775,663,562,406,345,151
CAGE_07072023_HK23159_exploration_IB,2023,1090,1019,878,763,656,497,430,236,1140,1069,928,813,706,547,480,286,1040,969,828,713,606,447,380,186
CAGE_10072023_HK23162_exploration_IB,2023,1083,1009,870,754,649,488,426,231,1133,1059,920,804,699,538,476,281,1033,959,820,704,599,438,376,181
CAGE_11072023_HK23165_exploration_IB,2023,1044,972,833,720,615,454,390,192,1094,1022,883,770,665,504,440,242,994,922,783,670,565,404,340,142
CAGE_13062023_HE21304_exploration_IB,2023,1083,1015,858,740,623,451,384,161,1133,1065,908,790,673,501,434,211,1033,965,808,690,573,401,334,111
CAGE_16062023_HK23105_exploration_IB,2023,1053,985,843,730,622,461,395,192,1103,1035,893,780,672,511,445,242,1003,935,793,680,572,411,345,142
CAGE_22062023_HK23123_exploration_IB,2023,1084,1020,880,774,669,525,454,270,1134,1070,930,824,719,575,504,320,1034,970,830,724,619,475,404,220
CAGE_22062023_HK23125_exploration_IB,2023,1047,978,839,725,619,458,396,194,1097,1028,889,775,669,508,446,244,997,928,789,675,569,408,346,144
CAGE_25062023_HK23129_exploration_IB,2023,1053,989,850,742,635,484,415,224,1103,1039,900,792,685,534,465,274,1003,939,800,692,585,434,365,174
CAGE_26062023_HK23131_exploration_IB,2023,1077,1008,862,747,638,475,409,207,1127,1058,912,797,688,525,459,257,1027,958,812,697,588,425,359,157
CAGE_28062023_HK23135_exploration_IB,2023,1054,982,845,733,631,472,409,214,1104,1032,895,783,681,522,459,264,1004,932,795,683,581,422,359,164
CAGE_30062023_HK23138_exploration_IB,2023,1053,982,849,738,640,485,427,239,1103,1032,899,788,690,535,477,289,1003,932,799,688,590,435,377,189
CAGE_30062023_HK23139_exploration_IB,2023,1059,991,857,749,648,500,436,251,1109,1041,907,799,698,550,486,301,1009,941,807,699,598,450,386,201
CAGE_13062023_HK23101_exploration_IB,2023,1093,1013,846,734,609,429,352,136,1143,1063,896,784,659,479,402,186,1043,963,796,684,559,379,302,86
CAGE_21062023_HK23117_exploration_IB,2023,1068,987,844,743,626,468,397,202,1118,1037,894,793,676,518,447,252,1018,937,794,693,576,418,347,152
CAGE_21062023_HK23118_exploration_IB,2023,1091,996,857,749,640,482,406,210,1141,1046,907,799,690,532,456,260,1041,946,807,699,590,432,356,160
CAGE_21062023_HK23120_exploration_IB,2023,1083,1008,850,733,636,473,400,205,1133,1058,900,783,686,523,450,255,1033,958,800,683,586,423,350,155
CAGE_22062023_HK23124_exploration_IB,2023,1069,998,853,749,644,475,418,230,1119,1048,903,799,694,525,468,280,1019,948,803,699,594,425,368,180
CAGE_24062023_K1032834_exploration_IB,2023,1062,1005,843,723,615,453,384,176,1112,1055,893,773,665,503,434,226,1012,955,793,673,565,403,334,126
CAGE_24062023_HK23126_exploration_IB,2023,1092,1011,860,743,631,473,406,206,1142,1061,910,793,681,523,456,256,1042,961,810,693,581,423,356,156
CAGE_26062023_HK23130_exploration_IB,2023,1096,1026,877,766,653,497,425,234,1146,1076,927,816,703,547,475,284,1046,976,827,716,603,447,375,184
CAGE_28062023_HK23134_exploration_IB,2023,1077,1001,859,749,640,482,404,218,1127,1051,909,799,690,532,454,268,1027,951,809,699,590,432,354,168
CAGE_30062023_HK23141_exploration_IB,2023,1057,981,832,748,601,437,363,157,1107,1031,882,798,651,487,413,207,1007,931,782,698,551,387,313,107
CAGE_26062023_HK23102_exploration_IB,2023,1096,1008,881,765,653,493,424,233,1146,1058,931,815,703,543,474,283,1046,958,831,715,603,443,374,183
CAGE_30062023_HK23140_exploration_IB,2023,1053,988,830,716,607,443,365,160,1103,1038,880,766,657,493,415,210,1003,938,780,666,557,393,315,110
CAGE_30062023_HK23140_acclimation_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70383_mirror_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70388_mirror_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_250520_HA70340_mirror_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010723_HJ24402_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_02072023_HK23145_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_04072023_HK23147_mirror_IB,2023,NA,NA,NA,709,605,428,362,153,#ARVO!,#ARVO!,#ARVO!,759,655,478,412,203,#ARVO!,#ARVO!,#ARVO!,659,555,378,312,103
CAGE_05072023_HK23148_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_05072023_HK23150_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_06072023_K1032715_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060723_HJ24403_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_07072023_HK23158_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_22062023_HK23123_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_250520_HA70342_acclimation_IB,2020,981,921,758,625,501,300,228,NA,1031,971,808,675,551,350,278,#ARVO!,931,871,708,575,451,250,178,#ARVO!
CAGE_26062023_HK23131_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_30062023_HK23139_mirror_IB,2023,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21325_230621_21EK9_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010721_HA70377_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010721_HA70378_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010721_HA70379_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_010721_HA70380_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_020720_HA70343_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_020721_HA70355_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_020721_HA70381_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_020721_HA70382_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_030720_HA70344_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_030720_HA70345_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70373_acclimation_IB,2021,1187,1090,945,815,704,515,468,248,1237,1140,995,865,754,565,518,298,1137,1040,895,765,654,465,418,198
CAGE_050721_HA70364_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_050721_HA70384_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_050721_HA70385_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70348_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70383_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70386_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_060721_HA70388_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_070721_HA70389_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_070721_HA70390_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_070721_HA70391_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_080720_HA70346_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_080721_HA70392_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_080721_HA70393_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_090720_7894357_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
