VIDEO TITLE,year,X PERCH1,X PERCH2,X PERCH3,X PERCH4,X PERCH5,X PERCH6,X PERCH7,X PERCH8,perch1P,perch2P,perch3P,perch4P,perch5P, perch6P, perch7P, perch8P, perch1M, perch2M, perch3M, perch4M, perch5M, perch6M, perch7M, perch8M
CAGE_090720_HA70348_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_090720_HA70349_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_090721_HA70394_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_090721_HB11638_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_100720_HA70350_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_100720_HA70351_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_100720_HA70352_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_100720_HA70353_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_100720_HA70354_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_100720_HA70355_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_120621_15582308_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_120621_HA70356_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_130721_HA70395_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_130721_HC35739_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_130721_unringedSW_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_150721_HA70356_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_150721_HA70396_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_150721_HA70397_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_200721_HA70400_acclimation_IB,2021,1012,933,819,706,613,453,406,201,1062,983,869,756,663,503,456,251,962,883,769,656,563,403,356,151
CAGE_150721_HA70398_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_200520_HA70335_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_200520_HA70336_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_210621_HA70358_acclimation_IB,2021,1078,992,864,743,644,472,426,227,1128,1042,914,793,694,522,476,277,1028,942,814,693,594,422,376,177
CAGE_200721_HA70399_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_210621_14471622_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_210621_HA70354_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_210621_HA70357_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_210621_HA70359_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_210621_HA70360_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_210621_HA70361_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_220520_HA70337_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_220520_HA70339_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_220520_HB45009_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_230621_HA70362_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_230621_HA70363_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HA70364_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HA70365_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HA70366_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HA70367_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HA70369_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_240621_HB33264_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_250520_HA70340_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_250520_HA70341_acclimation_IB,2020,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_280621_HA70370_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_280621_HA70371_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_280621_HA70372_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_280621_HB45047_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
CAGE_300621_HA70352_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HA70250_180621_21JJ11_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HB45020_010721_21OW3_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HB45041_210621_21EK6_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21001_08062021_21EK4_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21301_08062021_21EK4_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21302_090621_21KR3_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21303_090621_21KR3_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21304_100621_21KR8_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21305_100621_21KR8_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21306_110621_21KR30_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21307_130621_21EK2_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21308_130621_21EK2_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21309_13062_21KR4_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21314_160621_21JJ6_acclimation_IB,2021,951,907,NA,657,540,393,304,108,1001,957,#ARVO!,707,590,443,354,158,901,857,#ARVO!,607,490,343,254,58
HE21310_130621_21KR4_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21316_180621_21EK11_acclimation_IB,2021,1083,1014,865,738,625,450,386,173,1133,1064,915,788,675,500,436,223,1033,964,815,688,575,400,336,123
HE21311_140621_21OW1_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21312_140621_21OW1_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21313_160621_21JJ6_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21315_170621_21DT2_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21317_180621_21JJ11_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21318_210621_21EK6_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21319_210621_21JJ15_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21320_210621_21JJ15_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21321_220621_21JJ8_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21322_220621_21JJ10_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21323_220621_21JJ10_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21324_230621_21EK13_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21329_240621_21EK24_acclimation_IB,2021,1063,983,849,722,614,438,386,183,1113,1033,899,772,664,488,436,233,1013,933,799,672,564,388,336,133
HE21326_230621_21EK9_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21327_240621_21EK15_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21328_140721_Kodderviken_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21328_240621_21EK24_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21334_270621_21NB12SW_acclimation_IB,2021,918,848,730,612,512,344,277,73,968,898,780,662,562,394,327,123,868,798,680,562,462,294,227,23
HE21330_250621_21EK18_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21331_250621_21DT5_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21332_250621_21DT5_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21333_250621_21JJ22_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21335_270621_21NB12SW_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21336_280621_noknownnest_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
HE21337_280621_21NB7_acclimation_IB,2021,NA,NA,NA,NA,NA,NA,NA,NA,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!,#ARVO!
